Rating,Reviews,Size,Installs,Price
3.6,27.0,28.0,10000,0.0
4.5,72167.0,16.0,1000000,0.0
4.1,21.0,20.0,1000,0.0
4.6,6035.0,8.9,100000,0.0
4.7,9945.0,97.0,500000,0.0
4.7,4318.0,12.0,100000,0.0
2.8,78.0,72.0,50000,0.0
4.6,47.0,21.0,10000,0.0
3.4,650.0,27.0,100000,0.0
4.0,3498.0,6.6,100000,0.0
4.8,3052.0,12.0,100000,0.0
4.2,1747.0,5.9,100000,0.0
3.0,45.0,20.0,5000,0.0
4.5,1686.0,15.0,100000,0.0
3.7,529.0,26.0,100000,0.0
4.5,1388.0,3.3,100000,0.0
4.5,572.0,44.0,50000,0.0
4.6,92.0,32.0,1000,79.99
4.2,1135.0,12.0,100000,9.0
4.6,21189.0,36.0,1000000,0.0
3.6,54.0,17.0,5000,0.0
4.4,275.0,5.8,10000,0.0
4.4,2159.0,11.0,10000,0.0
4.5,2951.0,16.0,50000,0.0
4.5,2921.0,25.0,100000,24.99
4.1,84.0,6.1,10000,0.0
4.3,5521.0,22.0,100000,0.0
4.3,2108.0,28.0,50000,0.0
4.7,73.0,6.3,10000,0.0
4.5,63.0,25.0,10000,9.99
4.5,408.0,60.0,50000,0.0
4.5,171.0,20.0,10000,10.0
4.2,33.0,8.0,10000,0.0
4.4,197.0,20.0,10000,0.0
3.9,272.0,6.4,50000,0.0
4.2,4852.0,34.0,100000,0.0
4.4,12.0,3.8,1000,16.99
4.1,1533.0,42.0,50000,11.99
3.4,51.0,2.4,1000,29.99
4.1,38.0,70.0,5000,0.0
4.0,15.0,5.0,1000,14.99
4.1,90.0,21.0,1000,0.0
3.5,1288.0,38.0,100000,0.0
4.0,1545.0,74.0,100000,0.0
4.5,199.0,1.8,10000,11.99
4.3,283.0,12.0,5000,0.0
4.3,460.0,13.0,10000,0.0
4.6,129.0,2.9,10000,5.49
4.1,80.0,48.0,5000,14.99
4.6,395.0,19.0,1000,9.99
3.5,214.0,68.0,1000,33.99
2.3,17.0,6.8,1000,0.0
4.5,513.0,12.0,5000,0.0
4.3,168.0,5.8,10000,0.0
4.2,64.0,41.0,1000,29.99
4.2,168.0,25.0,10000,24.99
3.1,82.0,42.0,5000,0.0
4.4,8.0,6.5,100,12.99
4.4,112.0,13.0,1000,0.0
2.9,92.0,1.5,10000,0.0
3.1,83.0,3.2,10000,0.0
3.7,3.0,7.7,5000,0.0
4.0,6.0,1.3,100,39.99
3.8,343.0,26.0,50000,0.0
4.6,717.0,5.4,5000,5.99
4.4,137.0,11.0,1000,0.0
3.8,206.0,9.5,10000,2.99
4.8,12.0,18.0,1000,19.99
3.7,9.0,2.9,500,0.0
5.0,3.0,22.0,100,0.0
3.0,2.0,16.0,500,0.0
3.7,20.0,19.0,1000,0.0
3.7,3.0,10.0,100,0.0
5.0,1.0,22.0,10,0.0
5.0,3.0,20.0,100,0.0
5.0,4.0,2.5,5,0.0
5.0,2.0,24.0,50,0.0
5.0,4.0,25.0,1,0.0
5.0,2.0,29.0,50,0.0
5.0,3.0,53.0,10,0.0
5.0,2.0,83.0,10,0.0
5.0,1.0,4.6,5,0.0
4.3,10.0,46.0,100,0.0
4.9,28.0,5.7,5000,0.0
5.0,1.0,4.2,10,0.0
4.9,14.0,7.0,100,0.0
4.6,5.0,11.0,100,0.0
5.0,1.0,5.6,10,0.0
4.0,1.0,3.3,10,0.0
5.0,2.0,7.1,5,0.0
4.0,2094.0,23.0,500000,0.0
2.6,496.0,24.0,100000,0.0
4.7,87418.0,14.0,1000000,0.0
4.8,53747.0,13.0,1000000,0.0
4.3,44.0,34.0,10000,0.0
4.7,10.0,4.3,1000,0.0
2.5,124.0,43.0,10000,0.0
4.6,2014.0,69.0,50000,0.0
4.5,503.0,22.0,50000,0.0
4.1,21.0,20.0,1000,0.0
4.5,11.0,25.0,1000,0.0
4.3,573.0,2.0,100000,0.0
3.8,700.0,37.0,100000,0.0
4.4,163.0,40.0,10000,0.0
4.5,330.0,17.0,50000,0.0
4.5,453.0,11.0,100000,0.0
3.8,24.0,4.4,1000,0.0
4.5,1686.0,15.0,100000,0.0
4.0,531.0,2.3,100000,0.0
4.5,20.0,40.0,5000,0.0
3.7,3596.0,8.4,1000000,0.0
4.3,56.0,11.0,10000,0.0
3.7,9.0,2.9,500,0.0
4.4,27.0,15.0,5000,0.0
3.8,63.0,24.0,10000,0.0
2.7,2657.0,24.0,500000,0.0
5.0,3.0,22.0,100,0.0
4.3,123.0,86.0,10000,0.0
3.0,315.0,22.0,100000,0.0
5.0,2.0,11.0,100,0.0
3.6,26.0,0.975,5000,0.0
4.0,122.0,0.98,10000,0.0
4.3,17.0,6.0,10000,0.0
4.7,623.0,20.0,50000,0.0
5.0,6.0,26.0,1000,0.0
4.7,6.0,13.0,1000,0.0
4.6,7.0,2.7,1000,0.0
3.1,253.0,4.2,50000,0.0
4.4,3786.0,28.0,50000,0.0
5.0,1.0,6.1,100,0.0
3.6,10.0,15.0,1000,0.0
2.8,66.0,1.2,50000,0.0
4.4,65.0,37.0,10000,0.0
4.2,1747.0,5.9,100000,0.0
4.6,17.0,14.0,1000,0.0
4.2,28.0,2.3,10000,0.0
3.8,292.0,2.7,100000,0.0
3.5,19.0,2.2,5000,0.0
4.7,23160.0,26.0,1000000,0.0
4.4,49173.0,4.0,10000000,0.0
4.2,22492.0,1.5,1000000,0.0
4.3,1403.0,3.7,100000,0.0
4.4,4919.0,2.8,1000000,0.0
4.4,13762.0,3.9,1000000,0.0
4.3,6086.0,3.1,1000000,0.0
4.4,1200.0,2.8,100000,0.0
4.5,76480.0,20.0,1000000,0.0
4.6,271445.0,9.9,5000000,0.0
4.6,225103.0,5.3,5000000,0.0
4.6,33177.0,10.0,1000000,0.0
4.4,54768.0,2.6,5000000,0.0
4.5,25562.0,31.0,5000000,0.0
4.3,16404.0,2.3,1000000,0.0
4.4,2508.0,6.0,500000,0.0
4.6,79658.0,17.0,5000000,0.0
4.3,374.0,20.0,50000,0.0
4.8,1259075.0,62.0,10000000,0.0
4.6,60562.0,15.0,5000000,0.0
4.6,22098.0,18.0,1000000,0.0
4.3,231325.0,5.4,10000000,0.0
3.6,13223.0,2.8,10000000,0.0
4.0,479908.0,15.0,10000000,0.0
4.4,540930.0,5.3,10000000,0.0
4.5,19583.0,37.0,1000000,0.0
4.2,79129.0,23.0,5000000,0.0
4.1,382120.0,28.0,10000000,0.0
4.5,412725.0,35.0,10000000,0.0
4.2,1259849.0,76.0,50000000,0.0
4.3,1157004.0,34.0,50000000,0.0
3.7,138026.0,2.7,5000000,0.0
3.7,4253.0,4.1,100000,0.0
4.1,309872.0,85.0,10000000,0.0
4.0,479909.0,15.0,10000000,0.0
4.1,17955.0,89.0,500000,0.0
4.3,51502.0,20.0,5000000,0.0
4.2,58341.0,9.3,1000000,0.0
4.2,1259894.0,76.0,50000000,0.0
4.3,1157003.0,34.0,50000000,0.0
4.1,161610.0,16.0,5000000,0.0
4.0,33249.0,8.4,1000000,0.0
4.3,51504.0,20.0,5000000,0.0
4.2,1259894.0,76.0,50000000,0.0
4.0,852455.0,68.0,10000000,0.0
4.4,900064.0,13.0,10000000,0.0
4.0,3677.0,50.0,100000,0.0
4.2,79129.0,23.0,5000000,0.0
4.1,382121.0,28.0,10000000,0.0
4.0,2052.0,7.0,100000,0.0
4.2,79130.0,23.0,5000000,0.0
4.2,1259894.0,76.0,50000000,0.0
4.0,852455.0,68.0,10000000,0.0
4.4,900064.0,13.0,10000000,0.0
4.4,624557.0,56.0,10000000,0.0
4.0,33249.0,8.4,1000000,0.0
4.2,79130.0,23.0,5000000,0.0
4.0,141613.0,22.0,10000000,0.0
4.5,6210998.0,15.0,100000000,0.0
4.3,94294.0,30.0,10000000,0.0
4.2,608753.0,30.0,10000000,0.0
4.3,38961.0,27.0,5000000,0.0
4.5,973270.0,20.0,50000000,0.0
4.3,909226.0,42.0,100000000,0.0
4.2,857923.0,18.0,50000000,0.0
4.4,35563.0,4.2,1000000,0.0
4.2,106798.0,30.0,5000000,0.0
3.6,8820.0,33.0,5000000,0.0
4.5,37186.0,7.9,1000000,0.0
4.4,25714.0,12.0,1000000,0.0
3.8,44255.0,15.0,10000000,0.0
3.6,18252.0,10.0,10000000,0.0
4.2,42750.0,9.9,10000000,0.0
3.6,3656.0,9.0,1000000,0.0
4.4,662287.0,21.0,10000000,0.0
4.5,30834.0,13.0,1000000,0.0
4.1,367290.0,11.0,10000000,0.0
4.3,2588.0,21.0,1000000,0.0
4.3,162655.0,8.1,10000000,0.0
4.2,171584.0,12.0,10000000,0.0
4.2,244141.0,7.3,10000000,0.0
4.2,142512.0,15.0,10000000,0.0
4.3,109124.0,22.0,10000000,0.0
4.6,135043.0,11.0,10000000,0.0
4.4,108592.0,8.3,10000000,0.0
3.8,48732.0,20.0,10000000,0.0
4.6,308234.0,38.0,10000000,0.0
4.5,178497.0,9.1,10000000,0.0
4.1,68406.0,24.0,10000000,0.0
3.8,18364.0,29.0,1000000,0.0
3.3,9189.0,98.0,1000000,0.0
4.1,23187.0,25.0,1000000,0.0
4.2,9975.0,18.0,1000000,0.0
4.4,7793.0,6.1,500000,0.0
4.1,9701.0,14.0,500000,0.0
4.2,31519.0,21.0,1000000,0.0
4.3,213735.0,43.0,10000000,0.0
4.5,6211039.0,15.0,100000000,0.0
4.1,42871.0,23.0,1000000,0.0
4.5,315908.0,52.0,10000000,0.0
4.5,79261.0,57.0,5000000,0.0
4.6,284725.0,20.0,10000000,0.0
4.7,67071.0,40.0,1000000,0.0
4.3,46153.0,17.0,10000000,0.0
4.4,101883.0,13.0,10000000,0.0
4.4,1659.0,33.0,50000,0.0
4.2,9975.0,18.0,1000000,0.0
4.1,28523.0,29.0,5000000,0.0
4.5,37253.0,31.0,1000000,0.0
4.6,284721.0,20.0,10000000,0.0
4.3,3420.0,13.0,100000,0.0
4.1,7193.0,7.3,500000,0.0
4.6,2278.0,12.0,500000,0.0
4.2,5121.0,8.8,500000,0.0
4.2,39735.0,18.0,5000000,0.0
4.1,9701.0,14.0,500000,0.0
4.2,1558.0,21.0,100000,0.0
4.3,213735.0,43.0,10000000,0.0
4.2,16966.0,34.0,1000000,0.0
4.5,6211039.0,15.0,100000000,0.0
4.0,41986.0,26.0,5000000,0.0
4.4,186116.0,34.0,5000000,0.0
4.0,13085.0,2.7,1000000,0.0
4.5,315908.0,52.0,10000000,0.0
4.1,28523.0,29.0,5000000,0.0
4.5,44588.0,20.0,5000000,0.0
4.2,4158.0,23.0,500000,0.0
4.3,909204.0,42.0,100000000,0.0
4.4,279428.0,16.0,10000000,0.0
4.5,33583.0,12.0,1000000,0.0
4.6,94205.0,6.5,1000000,0.0
4.3,95520.0,15.0,10000000,0.0
4.3,46153.0,17.0,10000000,0.0
4.1,68406.0,24.0,10000000,0.0
4.7,181798.0,22.0,10000000,0.0
4.2,142512.0,15.0,10000000,0.0
4.2,39735.0,18.0,5000000,0.0
4.2,5121.0,8.8,500000,0.0
4.1,9701.0,14.0,500000,0.0
4.0,13085.0,2.7,1000000,0.0
4.1,28523.0,29.0,5000000,0.0
4.5,44588.0,20.0,5000000,0.0
4.6,94205.0,6.5,1000000,0.0
4.3,95520.0,15.0,10000000,0.0
4.0,4602.0,6.2,500000,0.0
4.5,72596.0,19.0,1000000,0.0
4.1,110425.0,27.0,10000000,0.0
4.4,2375.0,1.1,100000,0.0
4.0,13085.0,2.7,1000000,0.0
4.5,35497.0,16.0,1000000,0.0
4.4,3878.0,8.8,100000,0.0
4.5,33583.0,12.0,1000000,0.0
4.1,68406.0,24.0,10000000,0.0
4.3,44071.0,56.0,5000000,0.0
4.5,6212081.0,15.0,100000000,0.0
4.2,39735.0,18.0,5000000,0.0
4.5,5123.0,14.0,500000,0.0
4.7,181823.0,22.0,10000000,0.0
4.1,19232.0,28.0,1000000,0.0
4.6,98716.0,59.0,5000000,0.0
4.8,109500.0,37.0,1000000,0.0
4.0,21159.0,36.0,500000,0.0
4.7,1320.0,9.5,50000,0.0
4.7,50424.0,82.0,1000000,0.0
4.1,32398.0,28.0,1000000,0.0
4.5,38953.0,9.7,5000000,0.0
4.7,142634.0,22.0,10000000,0.0
4.7,259450.0,17.0,10000000,0.0
4.5,21841.0,7.7,1000000,0.0
4.5,10349.0,11.0,1000000,0.0
4.5,859.0,21.0,100000,0.0
4.4,40289.0,19.0,5000000,0.0
4.3,49680.0,8.7,5000000,0.0
4.5,3378.0,30.0,1000000,0.0
4.4,10525.0,25.0,1000000,0.0
3.3,3492.0,17.0,5000000,0.0
4.4,1864.0,13.0,500000,0.0
4.5,74476.0,23.0,10000000,0.0
4.5,3116.0,22.0,500000,0.0
4.7,31985.0,9.1,1000000,0.0
4.5,4400.0,8.3,1000000,0.0
4.6,11677.0,19.0,1000000,0.0
4.4,3158047.0,53.0,100000000,0.0
4.3,56114.0,17.0,10000000,0.0
4.6,15700.0,10.0,1000000,0.0
4.5,26361.0,29.0,5000000,0.0
4.5,285788.0,46.0,10000000,0.0
4.2,4410.0,4.5,1000000,0.0
4.0,5855.0,4.9,1000000,0.0
4.7,233039.0,24.0,10000000,0.0
4.3,28578.0,23.0,10000000,0.0
4.6,1159058.0,25.0,100000000,0.0
4.4,53421.0,26.0,10000000,0.0
4.3,116880.0,2.0,10000000,0.0
4.3,21730.0,19.0,1000000,0.0
4.4,62421.0,9.6,5000000,0.0
4.4,70189.0,13.0,5000000,0.0
4.6,847159.0,4.2,10000000,0.0
4.3,251951.0,16.0,10000000,0.0
4.6,98716.0,59.0,5000000,0.0
4.2,240475.0,9.5,10000000,0.0
4.4,3157936.0,53.0,100000000,0.0
3.9,55427.0,6.6,10000000,0.0
4.2,329160.0,27.0,10000000,0.0
4.3,42677.0,22.0,1000000,0.0
4.3,811693.0,50.0,50000000,0.0
4.1,23440.0,30.0,1000000,0.0
4.3,42079.0,17.0,1000000,0.0
4.0,29707.0,18.0,1000000,0.0
4.0,15098.0,10.0,1000000,0.0
4.0,35724.0,9.9,1000000,0.0
4.4,71898.0,23.0,5000000,0.0
4.3,4865093.0,51.0,100000000,0.0
4.1,106080.0,35.0,10000000,0.0
4.2,44941.0,16.0,1000000,0.0
3.9,129272.0,11.0,10000000,0.0
4.4,111066.0,74.0,5000000,0.0
4.4,49553.0,48.0,1000000,5.99
4.4,70189.0,13.0,5000000,0.0
4.6,847159.0,4.2,10000000,0.0
4.3,251951.0,16.0,10000000,0.0
4.6,98716.0,59.0,5000000,0.0
4.0,130081.0,5.6,10000000,0.0
4.3,462152.0,1.5,10000000,0.0
4.2,140917.0,5.7,10000000,0.0
4.0,88860.0,6.1,5000000,0.0
4.1,49211.0,1.9,1000000,0.0
4.1,351254.0,4.0,10000000,0.0
4.0,157506.0,47.0,10000000,0.0
4.3,116880.0,2.0,10000000,0.0
4.2,240475.0,9.5,10000000,0.0
4.0,34753.0,22.0,1000000,0.0
4.4,635846.0,14.0,50000000,0.0
4.1,78140.0,10.0,5000000,0.0
4.3,12865.0,6.9,100000,2.99
4.2,215343.0,44.0,10000000,0.0
4.3,4865107.0,51.0,100000000,0.0
4.4,49553.0,48.0,1000000,5.99
4.4,852649.0,43.0,50000000,0.0
4.4,1494491.0,21.0,50000000,0.0
4.6,819774.0,25.0,10000000,0.0
4.0,33439.0,3.9,5000000,0.0
4.1,351255.0,4.0,10000000,0.0
4.2,477831.0,51.0,10000000,0.0
4.6,126337.0,9.6,1000000,0.0
4.2,240475.0,9.5,10000000,0.0
4.2,15426.0,50.0,1000000,0.0
4.4,1490732.0,21.0,50000000,0.0
4.4,1163232.0,31.0,50000000,0.0
4.1,114680.0,27.0,10000000,0.0
4.4,3158151.0,53.0,100000000,0.0
4.5,7594559.0,34.0,100000000,0.0
3.8,167652.0,12.0,10000000,0.0
4.3,811714.0,50.0,50000000,0.0
4.4,1075277.0,47.0,100000000,0.0
4.2,93726.0,9.2,5000000,0.0
4.3,4865132.0,51.0,100000000,0.0
4.4,49553.0,48.0,1000000,5.99
4.2,197295.0,24.0,10000000,0.0
4.1,21578.0,1.6,1000000,0.0
4.3,307453.0,17.0,10000000,0.0
4.0,32896.0,31.0,5000000,0.0
4.6,98717.0,59.0,5000000,0.0
4.3,542561.0,46.0,10000000,0.0
4.4,3158151.0,53.0,100000000,0.0
4.5,462702.0,45.0,10000000,0.0
4.3,1802.0,9.8,100000,0.0
4.4,133825.0,34.0,10000000,0.0
4.7,911995.0,20.0,10000000,0.0
4.6,1733.0,19.0,500000,0.0
4.2,342909.0,6.0,10000000,0.0
4.3,56270.0,15.0,5000000,0.0
4.5,107724.0,6.5,5000000,0.0
4.6,101455.0,6.2,5000000,0.0
3.9,76346.0,14.0,5000000,0.0
4.3,39878.0,6.1,1000000,0.0
4.6,152867.0,17.0,10000000,0.0
4.3,63580.0,24.0,5000000,0.0
4.0,135763.0,13.0,10000000,0.0
4.0,176448.0,10.0,5000000,0.0
4.6,1981.0,10.0,100000,0.0
4.3,16016.0,6.9,1000000,0.0
4.2,9992.0,31.0,1000000,0.0
4.0,218.0,28.0,100000,0.0
4.6,4011.0,2.6,500000,0.0
4.7,25172.0,30.0,500000,0.0
4.3,14123.0,13.0,500000,0.0
4.0,2487.0,27.0,1000000,0.0
4.5,180938.0,29.0,10000000,0.0
4.7,950.0,18.0,100000,0.0
4.4,232423.0,35.0,5000000,0.0
4.8,1664.0,17.0,100000,0.0
4.3,2486.0,18.0,500000,0.0
4.4,697.0,3.0,100000,0.0
3.9,5510.0,32.0,1000000,0.0
4.4,4549.0,24.0,500000,0.0
4.0,176448.0,10.0,5000000,0.0
4.4,133825.0,34.0,10000000,0.0
4.1,288809.0,6.6,10000000,0.0
4.0,43611.0,27.0,1000000,0.0
3.1,78442.0,25.0,5000000,0.0
4.1,288809.0,6.6,10000000,0.0
2.9,3017.0,24.0,100000,0.0
4.5,36255.0,25.0,1000000,0.0
4.3,752.0,33.0,100000,0.0
4.1,19230.0,88.0,1000000,0.0
4.3,926.0,9.3,100000,0.0
4.4,2020.0,84.0,100000,0.0
4.2,798.0,4.7,50000,0.0
4.3,7543.0,25.0,500000,0.0
3.4,1845.0,12.0,100000,0.0
4.2,1904.0,9.9,100000,0.0
4.0,11085.0,61.0,1000000,0.0
4.1,3387.0,25.0,50000,29.99
4.0,11151.0,52.0,1000000,0.0
4.6,29673.0,57.0,1000000,0.0
4.5,50017.0,41.0,1000000,0.0
4.4,63650.0,4.6,1000000,0.0
4.0,176450.0,10.0,5000000,0.0
3.5,50179.0,23.0,1000000,0.0
4.0,43611.0,27.0,1000000,0.0
4.0,9971.0,33.0,1000000,0.0
4.8,1660.0,4.7,10000,0.0
4.1,361.0,2.2,50000,0.0
4.3,24082.0,95.0,1000000,0.0
4.4,133833.0,34.0,10000000,0.0
4.6,990.0,9.4,100000,0.0
4.5,32386.0,19.0,1000000,0.0
4.3,101.0,3.9,10000,0.0
4.4,133833.0,34.0,10000000,0.0
4.5,35394.0,21.0,500000,0.0
4.5,32386.0,19.0,1000000,0.0
4.1,288809.0,6.6,10000000,0.0
4.0,28895.0,82.0,5000000,0.0
4.1,34123.0,19.0,5000000,0.0
3.5,4057.0,26.0,500000,0.0
4.5,5517.0,5.2,500000,0.0
3.9,4272.0,16.0,500000,0.0
4.0,9971.0,33.0,1000000,0.0
4.2,342912.0,6.0,10000000,0.0
4.6,666521.0,25.0,10000000,0.0
4.4,133833.0,34.0,10000000,0.0
4.5,2943.0,8.1,100000,0.0
4.4,108318.0,35.0,10000000,0.0
4.3,7543.0,25.0,500000,0.0
4.5,32386.0,19.0,1000000,0.0
4.0,68935.0,48.0,5000000,0.0
4.2,80900.0,21.0,1000000,0.0
4.1,288809.0,6.6,10000000,0.0
3.9,5511.0,32.0,1000000,0.0
4.0,28895.0,82.0,5000000,0.0
3.5,50179.0,23.0,1000000,0.0
4.0,11151.0,52.0,1000000,0.0
4.1,136626.0,14.0,10000000,0.0
4.4,49190.0,25.0,1000000,0.0
4.3,64713.0,58.0,1000000,0.0
4.5,216388.0,19.0,10000000,0.0
4.5,481545.0,29.0,10000000,0.0
4.4,6012.0,81.0,500000,0.0
4.4,17878.0,28.0,1000000,0.0
4.0,33782.0,7.6,5000000,0.0
4.7,192641.0,33.0,5000000,0.0
4.6,751551.0,42.0,10000000,0.0
3.9,24781.0,8.3,5000000,0.0
3.6,32862.0,14.0,10000000,0.0
3.9,98585.0,37.0,10000000,0.0
4.1,136633.0,14.0,10000000,0.0
3.1,5572.0,21.0,1000000,0.0
3.7,16815.0,28.0,1000000,0.0
3.4,2277.0,27.0,1000000,0.0
3.6,285.0,39.0,500000,0.0
3.3,256.0,17.0,100000,0.0
3.0,2750.0,39.0,5000000,0.0
3.6,7081.0,51.0,1000000,0.0
4.8,17882.0,86.0,1000000,0.0
4.5,251037.0,26.0,10000000,0.0
3.7,27560.0,46.0,5000000,0.0
4.5,481546.0,29.0,10000000,0.0
4.4,150932.0,27.0,10000000,0.0
4.1,928.0,14.0,1000000,0.0
4.0,26665.0,10.0,5000000,0.0
3.9,13275.0,71.0,1000000,0.0
4.4,48930.0,15.0,5000000,0.0
4.3,15680.0,11.0,1000000,0.0
4.2,5112.0,62.0,1000000,0.0
3.5,30447.0,80.0,5000000,0.0
4.3,165299.0,5.4,10000000,0.0
4.7,620534.0,9.8,10000000,0.0
4.3,34.0,7.6,1000,0.0
4.1,427.0,26.0,100000,0.0
4.2,35560.0,13.0,5000000,0.0
4.3,11182.0,62.0,1000000,0.0
4.3,16734.0,10.0,1000000,0.0
4.4,48930.0,15.0,5000000,0.0
3.5,30447.0,80.0,5000000,0.0
4.1,136626.0,14.0,10000000,0.0
4.4,20313.0,57.0,100000,0.0
4.2,25740.0,51.0,1000000,0.0
3.9,24781.0,8.3,5000000,0.0
4.2,42546.0,24.0,5000000,0.0
4.4,24281.0,29.0,1000000,0.0
4.4,18039.0,3.1,1000000,0.0
3.7,27560.0,46.0,5000000,0.0
4.4,22748.0,55.0,1000000,0.0
4.5,216388.0,19.0,10000000,0.0
4.4,47780.0,19.0,5000000,0.0
3.7,7705.0,40.0,1000000,0.0
4.5,481546.0,29.0,10000000,0.0
3.6,14544.0,43.0,1000000,0.0
4.4,134895.0,50.0,10000000,0.0
4.1,2419.0,13.0,1000000,0.0
4.4,48930.0,15.0,5000000,0.0
4.2,1609.0,4.0,100000,0.0
4.1,136626.0,14.0,10000000,0.0
4.5,216388.0,19.0,10000000,0.0
4.5,481546.0,29.0,10000000,0.0
4.3,18622.0,44.0,1000000,0.0
4.2,8258.0,22.0,1000000,0.0
4.4,17878.0,28.0,1000000,0.0
4.1,17202.0,12.0,5000000,0.0
4.4,14114.0,46.0,1000000,0.0
4.1,890.0,7.6,100000,0.0
4.5,481546.0,29.0,10000000,0.0
4.5,149723.0,4.1,10000000,0.0
4.2,6762.0,8.5,1000000,0.0
4.2,120373.0,31.0,5000000,0.0
4.2,40225.0,4.1,1000000,0.0
4.7,9971.0,22.0,500000,0.0
4.2,18294.0,28.0,1000000,0.0
4.1,38655.0,5.9,10000000,0.0
4.2,24199.0,3.9,50000000,0.0
4.5,12759663.0,15.0,100000000,0.0
4.6,308.0,4.3,1000000,0.0
4.0,26189.0,5.3,10000000,0.0
3.1,45838.0,16.0,50000000,0.0
4.6,25592.0,7.5,10000000,0.0
4.4,1236.0,5.8,100000,0.0
4.6,7790693.0,17.0,500000000,0.0
4.6,315585.0,8.5,10000000,0.0
4.4,12215.0,9.1,5000000,0.0
4.2,127223.0,7.6,10000000,0.0
4.4,9602.0,2.5,100000000,0.0
3.1,24151.0,15.0,10000000,0.0
3.9,18513.0,6.1,10000000,0.0
3.9,14552.0,17.0,10000000,0.0
4.3,357.0,58.0,1000000,0.0
3.7,315.0,4.6,500000,0.0
3.5,163997.0,16.0,10000000,0.0
3.8,5431.0,1.3,10000000,0.0
3.6,59.0,2.3,50000,0.0
3.1,124.0,1.9,100000,0.0
3.8,1420.0,2.7,100000,0.0
4.2,118439.0,16.0,10000000,0.0
4.0,59973.0,11.0,10000000,0.0
4.3,32111.0,5.3,1000000,0.0
4.5,70404.0,4.2,1000000,0.0
4.5,876866.0,9.1,50000000,0.0
4.4,207706.0,4.3,10000000,0.0
4.4,166367.0,1.8,5000000,0.0
4.4,192661.0,8.5,10000000,0.0
4.3,54207.0,4.4,5000000,0.0
4.7,1335799.0,3.8,50000000,0.0
4.5,148506.0,11.0,5000000,0.0
4.7,152692.0,11.0,5000000,0.0
4.8,48211.0,7.4,1000000,0.0
3.9,12388.0,5.3,1000000,0.0
4.5,85387.0,5.4,1000000,0.0
4.6,33509.0,3.6,1000000,0.0
4.4,90831.0,4.3,10000000,0.0
4.0,85659.0,27.0,5000000,0.0
4.0,807.0,1.8,100000,0.0
4.4,24265.0,3.3,1000000,0.0
4.1,1657.0,2.0,100000,0.0
4.3,576454.0,6.1,50000000,0.0
4.1,88675.0,9.6,5000000,0.0
4.3,56848.0,9.6,1000000,0.0
4.2,19096.0,10.0,1000000,0.0
4.2,1116393.0,8.2,50000000,0.0
4.2,154578.0,14.0,10000000,0.0
4.2,40676.0,25.0,1000000,0.0
4.3,39833.0,9.9,1000000,0.0
4.5,273283.0,22.0,5000000,0.0
4.5,801054.0,8.9,10000000,0.0
4.1,65597.0,2.4,10000000,0.0
4.4,1107320.0,25.0,50000000,0.0
4.4,335115.0,1.8,10000000,0.0
4.1,33926.0,17.0,1000000,0.0
4.2,134203.0,4.1,10000000,0.0
4.1,15693.0,18.0,1000000,0.0
4.6,48979.0,14.0,1000000,0.0
4.1,9496.0,0.696,1000000,0.0
4.2,428581.0,4.7,10000000,0.0
4.1,225544.0,8.1,10000000,0.0
4.5,474439.0,7.9,10000000,0.0
4.0,41137.0,4.6,1000000,0.0
3.5,75336.0,0.544,1000000,0.0
4.4,745245.0,3.5,10000000,0.0
4.1,172990.0,0.525,10000000,0.0
4.2,68309.0,2.1,1000000,0.0
4.4,7146.0,14.0,1000000,0.0
4.6,49657.0,8.7,5000000,0.0
4.5,1724.0,21.0,100000,0.0
4.4,32794.0,12.0,5000000,0.0
4.5,102923.0,18.0,1000000,0.0
4.6,6702776.0,17.0,100000000,0.0
4.6,7583.0,3.8,500000,0.0
4.6,5073.0,23.0,1000000,0.0
4.5,15633.0,14.0,1000000,0.0
4.7,1141545.0,15.0,50000000,0.0
4.7,29485.0,9.9,1000000,0.0
4.4,142393.0,12.0,10000000,0.0
4.3,71688.0,12.0,10000000,0.0
4.7,114851.0,20.0,10000000,0.0
4.1,62209.0,7.4,10000000,0.0
4.7,202474.0,3.0,10000000,0.0
4.6,298321.0,14.0,10000000,0.0
4.5,5783441.0,14.0,100000000,0.0
4.4,47393.0,7.2,10000000,0.0
4.4,55525.0,22.0,10000000,0.0
4.3,2267.0,7.2,500000,0.0
4.6,649568.0,26.0,10000000,0.0
4.7,6342.0,38.0,1000000,0.0
4.3,5413.0,3.9,1000000,0.0
4.6,4724.0,5.4,1000000,0.0
4.4,43960.0,9.8,10000000,0.0
4.5,3277209.0,7.6,100000000,0.0
4.7,229.0,1.1,500000,0.0
4.3,6626.0,9.1,1000000,0.0
3.7,10796.0,6.8,1000000,0.0
4.7,273994.0,12.0,10000000,0.0
4.5,29203.0,3.3,5000000,0.0
4.4,18918.0,12.0,5000000,0.0
4.3,2056.0,9.8,500000,0.0
4.8,440.0,0.92,500000,0.0
4.6,66453.0,14.0,5000000,0.0
4.1,398.0,6.8,100000,0.0
4.7,12089.0,27.0,500000,0.0
4.1,2828.0,7.4,100000,0.0
4.2,89342.0,29.0,10000000,0.0
4.0,30498.0,5.9,1000000,0.0
4.2,97890.0,14.0,1000000,2.49
3.9,25037.0,14.0,1000000,0.0
4.3,58617.0,26.0,1000000,0.99
4.1,62301.0,1.9,1000000,0.0
